"","X","Y","Count"
"1",-0.05,51.05,1
"2",-0.05,52.35,1
"3",-0.05,52.55,1
"4",-0.05,52.65,1
"5",-0.05,54.15,4
"6",-0.15,51.35,3
"7",-0.15,53.15,1
"8",-0.15,53.25,2
"9",-0.15,53.65,1
"10",-0.15,54.15,86
"11",-0.25,51.35,1
"12",-0.25,51.75,27
"13",-0.25,52.25,1
"14",-0.25,52.55,1
"15",-0.25,53.15,1
"16",-0.25,53.25,2
"17",-0.25,54.25,9
"18",-0.35,51.05,1
"19",-0.35,51.35,1
"20",-0.35,51.75,1
"21",-0.35,53.85,2
"22",-0.35,53.95,1
"23",-0.35,54.25,13
"24",-0.45,51.65,1
"25",-0.45,52.55,1
"26",-0.45,53.25,1
"27",-0.45,53.65,3
"28",-0.45,54.35,1
"29",-0.55,54.05,1
"30",-0.65,52.55,2
"31",-0.65,52.65,74
"32",-0.65,52.95,1
"33",-0.65,53.05,1
"34",-0.65,53.15,3
"35",-0.65,53.55,3
"36",-0.65,53.65,1
"37",-0.65,53.75,15
"38",-0.65,53.85,1
"39",-0.75,51.95,1
"40",-0.75,52.25,1
"41",-0.75,52.55,4
"42",-0.75,52.65,7
"43",-0.75,52.95,6
"44",-0.75,53.05,1
"45",-0.75,53.15,1
"46",-0.75,53.25,1
"47",-0.75,53.35,2
"48",-0.75,53.65,89
"49",-0.75,54.55,1
"50",-0.85,52.35,2
"51",-0.85,52.75,1
"52",-0.85,52.95,2
"53",-0.85,53.65,1
"54",-0.85,54.25,2
"55",-0.85,54.35,1
"56",-0.95,53.05,1
"57",-0.95,53.15,2
"58",-0.95,53.35,5
"59",-0.95,53.45,14
"60",-0.95,53.55,4
"61",-0.95,53.65,4
"62",-0.95,53.95,10
"63",-0.95,54.35,1
"64",-1.05,52.85,3
"65",-1.05,52.95,15
"66",-1.05,53.25,4
"67",-1.05,53.65,2
"68",-1.05,54.55,1
"69",-1.15,52.95,1
"70",-1.15,53.05,1
"71",-1.15,53.55,1
"72",-1.15,53.85,1
"73",-1.15,54.05,1
"74",-1.15,54.15,1
"75",-1.15,54.65,4
"76",-1.25,51.75,2
"77",-1.25,52.95,30
"78",-1.25,54.45,7
"79",-1.25,54.65,102
"80",-1.35,52.35,8
"81",-1.35,52.85,1
"82",-1.35,53.55,46
"83",-1.35,53.75,41
"84",-1.35,54.85,2
"85",-1.35,54.95,3
"86",-1.45,53.05,1
"87",-1.45,53.25,1
"88",-1.45,53.65,7
"89",-1.45,53.75,3
"90",-1.45,54.05,59
"91",-1.45,54.65,3
"92",-1.45,54.85,41
"93",-1.45,54.95,2
"94",-1.45,55.05,11
"95",-1.55,52.85,1
"96",-1.55,53.35,1
"97",-1.55,54.15,4
"98",-1.55,54.25,2
"99",-1.55,54.85,12
"100",-1.55,55.15,2
"101",-1.55,55.25,64
"102",-1.55,55.35,12
"103",-1.55,55.45,2
"104",-1.65,50.85,1
"105",-1.65,51.65,2
"106",-1.65,52.55,1
"107",-1.65,53.05,68
"108",-1.65,54.25,2
"109",-1.65,54.75,1
"110",-1.65,54.85,10
"111",-1.65,54.95,3
"112",-1.65,55.05,9
"113",-1.65,55.15,2
"114",-1.65,55.55,1
"115",-1.65,59.55,3
"116",-1.75,52.55,1
"117",-1.75,52.75,1
"118",-1.75,54.05,1
"119",-1.75,54.75,14
"120",-1.75,55.65,5
"121",-1.85,53.05,1
"122",-1.85,53.95,1
"123",-1.85,54.75,2
"124",-1.85,54.95,1
"125",-1.85,55.15,1
"126",-1.85,57.65,3
"127",-1.95,54.05,1
"128",-1.95,55.45,2
"129",-1.95,57.65,9
"130",-2.05,52.35,1
"131",-2.05,53.45,1
"132",-2.05,55.65,1
"133",-2.05,57.15,11
"134",-2.15,51.15,1
"135",-2.15,55.95,1
"136",-2.15,56.95,3
"137",-2.25,52.45,1
"138",-2.25,52.65,10
"139",-2.25,52.95,1
"140",-2.25,55.15,1
"141",-2.25,57.65,1
"142",-2.35,53.35,2
"143",-2.35,53.45,66
"144",-2.35,55.85,1
"145",-2.35,55.95,1
"146",-2.45,52.45,1
"147",-2.45,53.15,2
"148",-2.45,53.45,19
"149",-2.45,53.55,1
"150",-2.45,53.65,2
"151",-2.45,54.15,2
"152",-2.45,55.95,1
"153",-2.45,56.65,3
"154",-2.45,57.35,16
"155",-2.55,53.25,1
"156",-2.55,53.35,1
"157",-2.55,53.85,1
"158",-2.55,54.75,5
"159",-2.55,56.05,3
"160",-2.65,51.45,1
"161",-2.65,52.65,2
"162",-2.65,53.55,3
"163",-2.65,54.75,2
"164",-2.65,56.05,3
"165",-2.65,56.25,1
"166",-2.75,53.35,2
"167",-2.75,53.55,3
"168",-2.75,53.75,1
"169",-2.75,54.25,7
"170",-2.75,55.85,1
"171",-2.85,51.45,1
"172",-2.85,53.65,43
"173",-2.85,53.75,33
"174",-2.85,53.85,1
"175",-2.85,53.95,10
"176",-2.85,54.05,2
"177",-2.85,54.15,4
"178",-2.85,55.85,10
"179",-2.85,55.95,6
"180",-2.85,56.05,46
"181",-2.85,56.35,3
"182",-2.85,56.45,1
"183",-2.85,57.15,1
"184",-2.95,52.45,1
"185",-2.95,52.85,1
"186",-2.95,53.55,1
"187",-2.95,53.65,1
"188",-2.95,55.05,2
"189",-2.95,55.95,3
"190",-2.95,56.45,1
"191",-2.95,56.75,1
"192",-3.05,54.85,2
"193",-3.05,56.65,13
"194",-3.05,57.05,1
"195",-3.15,52.65,1
"196",-3.15,54.55,1
"197",-3.15,54.65,2
"198",-3.15,54.85,2
"199",-3.15,54.95,1
"200",-3.15,55.85,4
"201",-3.15,55.95,6
"202",-3.15,56.25,1
"203",-3.15,56.35,3
"204",-3.15,56.65,1
"205",-3.25,52.55,1
"206",-3.25,53.15,4
"207",-3.25,54.45,2
"208",-3.25,54.95,6
"209",-3.25,56.45,10
"210",-3.25,57.65,1
"211",-3.35,54.25,1
"212",-3.35,54.75,1
"213",-3.35,54.85,1
"214",-3.35,54.95,22
"215",-3.35,56.05,1
"216",-3.35,56.15,6
"217",-3.35,56.25,1
"218",-3.35,56.45,1
"219",-3.35,56.55,2
"220",-3.45,54.65,2
"221",-3.45,54.95,8
"222",-3.45,56.45,1
"223",-3.45,56.55,4
"224",-3.55,50.45,1
"225",-3.55,54.45,2
"226",-3.55,54.55,2
"227",-3.55,54.95,1
"228",-3.55,57.65,1
"229",-3.65,54.85,3
"230",-3.65,56.05,1
"231",-3.65,56.15,3
"232",-3.75,53.05,1
"233",-3.75,55.75,1
"234",-3.85,56.15,1
"235",-3.85,57.25,1
"236",-3.95,52.45,2
"237",-3.95,57.35,1
"238",-4.05,57.55,1
"239",-4.05,57.75,2
"240",-4.15,57.45,1
"241",-4.15,57.55,7
"242",-4.25,57.45,2
"243",-4.35,55.45,3
"244",-4.35,56.45,1
"245",-4.35,57.45,3
"246",-4.35,57.55,3
"247",-4.35,57.65,1
"248",-4.45,57.55,4
"249",-4.45,57.65,1
"250",-4.55,55.55,1
"251",-4.65,55.55,79
"252",-4.65,57.15,2
"253",-4.85,50.45,1
"254",-5.15,56.65,2
"255",-5.55,50.25,1
"256",-5.55,56.65,1
"257",-5.65,54.55,3
"258",-5.65,54.65,4
"259",-5.75,54.55,4
"260",-5.85,54.65,1
"261",-5.95,54.65,1
"262",-6.25,54.55,1
"263",-6.25,55.25,1
"264",-6.35,55.25,1
"265",-6.55,55.15,1
"266",-6.65,54.35,1
"267",-7.45,54.15,1
"268",0.05,50.85,1
"269",0.05,51.75,1
"270",0.05,52.05,1
"271",0.05,52.15,2
"272",0.05,52.25,1
"273",0.05,52.45,1
"274",0.05,52.95,30
"275",0.05,53.65,4
"276",0.15,52.15,1
"277",0.15,52.45,11
"278",0.15,52.85,2
"279",0.15,53.45,2
"280",0.15,53.55,11
"281",0.15,53.65,63
"282",0.25,52.35,1
"283",0.25,52.55,17
"284",0.25,53.05,1
"285",0.35,50.75,1
"286",0.35,52.75,1
"287",0.45,51.45,1
"288",0.45,51.75,1
"289",0.45,52.45,1
"290",0.45,52.85,1
"291",0.55,52.35,3
"292",0.55,52.85,16
"293",0.55,52.95,1
"294",0.65,51.55,2
"295",0.65,52.35,2
"296",0.65,52.55,1
"297",0.65,52.85,1
"298",0.65,52.95,2
"299",0.75,50.95,1
"300",0.75,52.25,1
"301",0.75,52.95,1
"302",0.85,50.95,5
"303",0.85,51.15,1
"304",0.85,51.35,1
"305",0.85,52.35,1
"306",0.85,52.55,7
"307",0.85,52.65,1
"308",0.85,52.85,1
"309",0.95,50.95,29
"310",0.95,52.05,1
"311",0.95,52.45,1
"312",1.05,51.05,1
"313",1.05,51.25,1
"314",1.05,51.35,1
"315",1.05,52.95,3
"316",1.25,51.35,1
"317",1.25,52.65,1
"318",1.35,51.15,3
"319",1.35,51.25,2
"320",1.45,51.15,1
"321",1.45,52.05,2
"322",1.55,52.05,1
"323",1.55,52.85,1
"324",1.65,52.25,1
"325",1.75,52.65,1
"326",1.75,52.75,2
